Название,Активность,ID,Внешний код,Основное изображение (новый),Основное изображение
Актуатор 130/530 от кровати RS 101 A,Да,41328,efac5fd5-aca4-11e2-a610-00259018c255,,
Актуатор 90/330 от кровати RS 101 A,Да,41329,efac5fda-aca4-11e2-a610-00259018c255,,https://www.armed.ru/images/catalog/zapchasti/Медицинская мебель и сопутствующие товары/Кровати электрические 5-тифункциональные/RS101-A/актуатор-90-330-от-кровати-RS-101-А-220х220.jpg
Актуатор 130/545 от кровати RS 101 A,Да,41330,efac5fdf-aca4-11e2-a610-00259018c255,,https://www.armed.ru/images/catalog/zapchasti/Медицинская мебель и сопутствующие товары/Кровати электрические 5-тифункциональные/RS101-A/актуатор-130-545-от-кровати-RS-101-А-220х220.jpg
"Кресло-коляска для инвалидов ""Armed"" FS204BJQ",Да,41333,a983b9ef-e53f-41b7-a712-7e6415c9f8dd,https://www.armed.ru/images/catalog/FOTO mini/white/3/kresla/FS204BJQ/204.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/3/kresla/FS204BJQ/204.jpg
Колесо заднее к коляске FS108LA,Да,41344,99975242-ce84-11e2-acc3-00259018c255,,
"Кресло-коляска с санитарным оснащением для инвалидов ""Armed"" FS682",Да,41397,2a7683e6-2759-481c-a886-7d25500d210c,https://www.armed.ru/images/catalog/FOTO mini/white/3/kresla/FS682/682.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/3/kresla/FS682/682.jpg
Кармашек для брошюр (ячеистый),Да,41494,2efe3c06-5a37-11e2-aafa-00259018c255,,https://www.armed.ru/images/catalog/FOTO mini/white/5/Karmashek reshetka/iacheistiy-02.jpg
ИНГАЛЯТОР 403В,Да,46993,f0df6529-8f0d-11e7-80c8-00155d002e03,https://www.armed.ru/images/catalog/FOTO mini/white/4/Ingalyator/Ингалятор403B.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/4/Ingalyator/403B/403B_osn.jpg
Ручка для светильника 6612,Да,41243,0bfa15e4-9aa1-11e2-a28b-00259018c255,,
Подножка левая для кресла-коляска FS954GC,Да,41244,0e6ab06e-9c27-11e2-a28b-00259018c255,,
Подножка правая для кресла-коляска FS954GC,Да,41245,0e6ab073-9c27-11e2-a28b-00259018c255,,
Чашка нагнетательная резиновая к компрессору матраса противопролежневого,Да,41246,b45e7f9c-9c50-11e2-a28b-00259018c255,,https://www.armed.ru/images/catalog/zapchasti/Технические средства реабилитации/Матрасы/чашка-нагнетательная-резиновая-к-компрессору-матраса-противпролежневого.jpg
"Светильник медицинский хирургический ""Armed"" 6612",Да,41248,5cf80331-9d5a-11e2-a28b-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/1/svetilnik/6612/DSCF0214.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/svetilnik/6612/DSCF0214.jpg
Подголовник от кресла гинекологического,Да,41262,139b9bc5-a0db-11e2-a28b-00259018c255,,
Фиксатор поперечный складной (нижний) для кресла-колски FS258LBXGP,Да,41263,139b9bd5-a0db-11e2-a28b-00259018c255,,
Уничтожитель игл и шприцев с гильотиной для срезания канюли NuLife Dots с принадлежностями,Да,41268,f6e1e937-da29-45d1-a477-85a6b9d730d5,https://www.armed.ru/images/catalog/FOTO mini/white/1/hirurgiya/Dozator/Ynichtogitel igl/Уничтожитель.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/hirurgiya/Dozator/Ynichtogitel igl/Уничтожитель.jpg
"Центрифуга медицинская лабораторная ""Armed"" СН80-2S",Да,41293,d3b7998f-4a66-11e2-a50b-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/1/laboratornoe/centrifugi/CH80-2S/CH_802S.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/laboratornoe/centrifugi/CH80-2S/CH_802S.jpg
"Центрифуга медицинская лабораторная ""Armed"" SH120-1S (гематокритная)",Да,41294,d3b79993-4a66-11e2-a50b-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/1/laboratornoe/centrifugi/SH120-1S/SH120-1S.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/laboratornoe/centrifugi/SH120-1S/SH120-1S.jpg
Фильтр грубой очистки к концентратору кислорода LF-H-10А,Да,41296,25dccedf-4b31-11e2-a50b-00259018c255,,https://www.armed.ru/images/catalog/zapchasti/konzentratory/7LF-H-10A/фильтр воздушный грубой очистки 210х185.jpg
Шланг армированный воздушный к концентратору кислорода LF-H-10А,Да,41297,25dccee1-4b31-11e2-a50b-00259018c255,,https://www.armed.ru/images/catalog/zapchasti/konzentratory/7LF-H-10A/шланг армированный воздушный.jpg
"Средство реабилитации инвалидов: ходунки ""Armed"" FS914H",Да,41302,9b981a62-4fca-4837-a57b-1f8fdb34d886,https://www.armed.ru/images/catalog/FOTO mini/white/3/Hodunki/FS914H/914.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/3/Hodunki/FS914H/914.jpg
Подставка под пульсоксиметр (рука),Да,41308,c15e1e7f-f90b-11e2-a5c1-00259018c255,,https://www.armed.ru/images/catalog/FOTO mini/white/5/Podstavka puls Ruka/ruka1.jpg
Резина защитная для деструктора игл,Да,41312,bfeb7031-fb74-11e2-a5c1-00259018c255,,
"Устройство для застегивания пуговиц т.м. ""Armed""",Да,41316,6d8bfe35-fe96-11e2-a5c1-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/4/Ystroistvo dlya pygovic/Устройство для застегивания пуговиц.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/4/Ystroistvo dlya pygovic/Устройство для застегивания пуговиц.jpg
"Средство реабилитации инвалидов: ходунки ""Armed"" FS203",Да,41434,b7215dd3-2f58-11e3-b264-000c290eb93d,https://www.armed.ru/images/catalog/FOTO mini/white/3/Hodunki/FS203/203.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/3/Hodunki/FS203/203.jpg
Устройство тормозное левое для кресла-коляски H 035,Да,41435,a8fff901-2feb-11e3-b264-000c290eb93d,,
Устройство тормозное правое для кресла-коляски H 035,Да,41436,3126fd64-2fec-11e3-b264-000c290eb93d,,
Средство реабилитации инвалидов: трость Armed FS9206L (без УПС),Да,41438,26cb1ec1-3190-11e3-b264-000c290eb93d,https://www.armed.ru/images/catalog/FOTO mini/white/3/trosti/9206 bez yps/9206.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/3/trosti/9206 bez yps/9206.jpg
"Средство реабилитации инвалидов: ходунки YU710 ""Armed""",Да,41439,4be84a5c-b5be-416b-b431-054c053714ac,https://www.armed.ru/images/catalog/FOTO mini/white/3/Hodunki/YU710/710.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/3/Hodunki/YU710/710.jpg
"Подушка-сидение противопролежневая для инвалидной коляски, стула или кресла, модель 564",Да,41441,c4c0a341-4c72-47f2-b495-2461add462db,https://www.armed.ru/images/catalog/FOTO mini/white/3/podushki/564/564_17-01-11 Armed 0046.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/3/podushki/564/564_17-01-11 Armed 0046.jpg
Подлокотник для кресла-коляски Н001,Да,41442,6bb7736b-71de-11e2-b4ef-00259018c255,,
"Поручень пластиковый, модель FS (размер: M) (57см)",Да,41446,b78be7d9-7203-4f92-b58b-f6a6bd388cb8,https://www.armed.ru/images/catalog/FOTO mini/white/4/poruchni/M plastic/Поручень FS (M).jpg,https://www.armed.ru/images/catalog/FOTO mini/white/4/poruchni/M plastic/Поручень FS (M).jpg
Увлажнитель в сборе к 7F-3L,Да,41449,296cda7a-8bc1-11e2-b615-00259018c255,,
"Средство реабилитации инвалидов: ходунки ""Armed"" FS968L",Да,41450,1d239f5a-3ff2-4a0d-b63d-31aa41ee55f2,https://www.armed.ru/images/catalog/FOTO mini/white/3/Hodunki/FS968L/968.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/3/Hodunki/FS968L/968.jpg
Средство реабилитации инвалидов: трость Armed FS910L (без УПС),Да,41467,6730a63d-29fe-4959-bc2d-ac21e315ddc6,https://www.armed.ru/images/catalog/FOTO mini/white/3/trosti/910 bez yps/Трость FS910L без УПС_EmptyName 1.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/3/trosti/910 bez yps/Трость FS910L без УПС_EmptyName 1.jpg
Фиксатор положения сиденья FS985LBJ,Да,41470,eea30368-a28d-11e2-b390-00259018c255,,
Фильтр воздушный (корпус металл) к концентратору кислорода LF-H-10А,Да,41471,c4ca2b23-a5a2-11e2-b390-00259018c255,,"https://www.armed.ru/images/catalog/zapchasti/konzentratory/7LF-H-10A/фильтр-воздушный-тонкой-очистки,-корпус-металл-к-10.jpg"
Фильтр грубой очистки №1 к концентратору кислорода 7F-5,Да,41472,f932edd8-a5a6-11e2-b390-00259018c255,,https://www.armed.ru/images/catalog/zapchasti/konzentratory/7F-5/filtr gruboy ochistki №1.jpg
"Поручень пластиковый, модель FS (размер: S) (47см)",Да,41479,f99b17a6-ac9c-4cce-bf97-f85edaf6f0e6,https://www.armed.ru/images/catalog/FOTO mini/white/4/poruchni/S plastic/Поручень FS (S).jpg,https://www.armed.ru/images/catalog/FOTO mini/white/4/poruchni/S plastic/Поручень FS (S).jpg
"Изделие мебельное: Сидение для ванны ""Armed"" мод. FS793S",Да,41480,b8879d35-dbc6-11e1-bfe6-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/4/sideniya/FS793S/DSCF1309.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/4/sideniya/FS793S/DSCF1309.jpg
"Прибор для измерения артериального давления и частоты пульса электронный (тонометр) «Armed» YE-660B (с речевым выходом, с адаптером)",Да,41481,7ee3de80-dc75-11e1-bfe6-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/4/tonometr/660B/16-12-27Армед1392.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/4/tonometr/660B/16-12-27Армед1392.jpg
"Стол прикроватный ""Armed"" YU611",Да,41482,8cdb3f90-dc81-11e1-bfe6-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/2/Sopyt tovar/YU611/YU611_0004.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/2/Sopyt tovar/YU611/YU611_0004.jpg
"Средство реабилитации инвалидов: ходунки ""Armed"" FS201",Да,41484,a9fb8517-a0c9-40cb-bdc6-aa7299c8675d,,https://www.armed.ru/images/catalog/FOTO mini/white/3/Hodunki/FS201/FS201_osn.jpg
"Светильник медицинский хирургический ""Armed"" L739",Да,41486,6fb4ad26-7f06-4735-b3d0-5dcaf45a755c,https://www.armed.ru/images/catalog/FOTO mini/white/1/svetilnik/L739/DSCF0684.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/svetilnik/L739/DSCF0684.jpg
"Светильник медицинский хирургический ""Armed"" LEDL550 (550)",Да,41490,0df054ef-3703-11e3-b264-000c290eb93d,https://www.armed.ru/images/catalog/FOTO mini/white/1/svetilnik/LEDL550/DSCF1071.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/svetilnik/LEDL550/DSCF1071.jpg
"Светильник медицинский хирургический ""Armed"" LED750 (750/650)",Да,41499,e73f3d12-4b3e-11e2-a50b-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/1/svetilnik/LED750/DSCF1122.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/svetilnik/LED750/DSCF1122.jpg
Система колясочная инвалидная детская Pliko (для детей больных ДЦП),Да,45309,63601c0c-9d5a-11e2-a28b-00259018c255,,https://www.armed.ru/images/catalog/FOTO mini/white/3/kresla/PLIKO/Pliko_0002.jpg
"Монитор прикроватный многофункциональный медицинский ""Armed"" PC-900a",Да,41250,5cf80363-9d5a-11e2-a28b-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/1/hirurgiya/monitor i pulsu vet/PC-900a/900a_osn.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/hirurgiya/monitor i pulsu vet/PC-900a/900a_osn.jpg
"Монитор прикроватный многофункциональный медицинский ""Armed"" PC-9000f",Да,41251,5cf80365-9d5a-11e2-a28b-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/1/hirurgiya/monitor i pulsu vet/PC-9000f/pc-9000f_лого.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/hirurgiya/monitor i pulsu vet/PC-9000f/pc-9000f_лого.jpg
"Монитор прикроватный многофункциональный медицинский ""Armed"" PC-9000b",Да,41252,5cf80367-9d5a-11e2-a28b-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/1/hirurgiya/monitor i pulsu vet/PC-9000b/9000b_лого.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/hirurgiya/monitor i pulsu vet/PC-9000b/9000b_лого.jpg
"Наборы пробных очковых линз ""АРМЕД"" с оправой на 158 линз",Да,41253,5cf80381-9d5a-11e2-a28b-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/1/nabor linz/158/158.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/nabor linz/158/158.jpg
"Наборы пробных очковых линз ""АРМЕД"" с оправой на 266 линз",Да,41255,5cf803db-9d5a-11e2-a28b-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/1/nabor linz/266/266.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/nabor linz/266/266.jpg
"Наборы пробных очковых линз ""АРМЕД"" с оправой на 232 линзы",Да,41256,5cf803dd-9d5a-11e2-a28b-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/1/nabor linz/232/232.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/nabor linz/232/232.jpg
"Наборы пробных очковых линз ""АРМЕД"" с оправой на 103 линзы",Да,41257,5cf803e0-9d5a-11e2-a28b-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/1/nabor linz/103/103.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/nabor linz/103/103.jpg
"Кресло-коляска для инвалидов Н 035 (16, 17, 18, 19, 20 дюймов) Р и S",Да,41258,63601bc6-9d5a-11e2-a28b-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/3/kresla/H035/035.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/3/kresla/H035/035.jpg
"Средство реабилитации инвалидов: кресло-туалет H 020B ""Armed""",Да,41292,797c19f7-d1b9-4d96-a4f7-bf6818db375e,https://www.armed.ru/images/catalog/FOTO mini/white/3/kresla/H020B/Н020В_СN.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/3/kresla/H020B/Н020В_СN.jpg
Насос,Да,41304,6a2f8efe-f81a-11e2-a5c1-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/3/kresla/Nasos/насос.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/3/kresla/Nasos/насос.jpg
"Облучатель-рециркулятор медицинский ""Armed"" СН311-115 (металлический корпус)",Да,41305,dbdc05e9-f903-11e2-a5c1-00259018c255,,https://www.armed.ru/images/catalog/FOTO mini/white/1/dezinfekciya/311-115 metall/311-115.jpg
"Облучатель-рециркулятор медицинский ""Armed"" СН511-115 (металлический корпус)",Да,41306,ee9fd150-f903-11e2-a5c1-00259018c255,,https://www.armed.ru/images/catalog/FOTO mini/white/1/dezinfekciya/511-115 metall/511-115.jpg
"Лестница веревочная ""Armed""",Да,41307,42253d65-f904-11e2-a5c1-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/4/lestnica/DSCF4537.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/4/lestnica/DSCF4537.jpg
Столовый прибор из нержавеющей стали т.м. “Armed”: ложка,Да,41314,082d055e-fe96-11e2-a5c1-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/4/logka/DSCF4420.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/4/logka/DSCF4420.jpg
"Нож столовый из нержавеющей стали, т.м. “Armed”",Да,41315,3175efb6-fe96-11e2-a5c1-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/4/nogi/stolovyi/DSCF4417.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/4/nogi/stolovyi/DSCF4417.jpg
Плата индикации к 10л,Да,41318,2dc80575-a678-11e2-a610-00259018c255,,https://www.armed.ru/images/catalog/zapchasti/konzentratory/7LF-H-10A/Плата индикации.jpg
Торцевая крышка для рециркулятора СН311,Да,41433,d39f3e99-2f3b-11e3-b264-000c290eb93d,,
Лампа галогеновая 24V*50W,Да,41443,21b4b5ab-743b-11e2-b4ef-00259018c255,,https://www.armed.ru/images/catalog/zapchasti/Светильники/SD 200/Лампа галогеновая 24Vx50W.jpg
"Негатоскоп общего назначения ""Armed"" 2-кадровый",Да,41445,06d98e2d-a79c-45bf-b54a-3af82bedf704,https://www.armed.ru/images/catalog/FOTO mini/white/1/negatoskop/2 kadra/2. 2 кадра.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/negatoskop/2 kadra/2. 2 кадра.jpg
